,CommonName,SciName,Family,About,Audios
415,Eurasian wryneck,Jynx torquilla,Picidae,"The Eurasian wryneck or northern wryneck is a species of wryneck in the woodpecker family. This species mainly breeds in temperate regions of Europe and Asia. Most populations are migratory, wintering in tropical Africa and in southern Asia from Iran to the Indian subcontinent, but some are resident in northwestern Africa. It is a bird of open countryside, woodland and orchards.",https://xeno-canto.org/95784/download
416,European bee-eater,Merops apiaster,Meropidae,"The European bee-eater is a near passerine bird in the bee-eater family, Meropidae. It breeds in southern Europe and in parts of north Africa and western Asia. It is strongly migratory, wintering in tropical Africa. This species occurs as a spring overshoot north of its range, with occasional breeding in northwest Europe.",https://xeno-canto.org/209554/download
417,,,,,
418,European goldfinch,Carduelis carduelis,Fringillidae,"The European goldfinch or simply the goldfinch, is a small passerine bird in the finch family that is native to Europe, North Africa and western and central Asia. It has been introduced to other areas, including Australia, New Zealand and Uruguay.",https://xeno-canto.org/547421/download
419,,,,,
420,,,,,
421,European roller,Coracias garrulus,Coraciidae,"The European roller is the only member of the roller family of birds to breed in Europe. Its overall range extends into the Middle East, Central Asia and Morocco.",https://xeno-canto.org/113065/download
422,,,,,
423,Eversmann's redstart,Phoenicurus erythronotus,Muscicapidae,"Eversmann's redstart, also known as the rufous-backed redstart, is a passerine bird belonging to the genus Phoenicurus, a genus of redstarts. It was formerly classified in the thrush family Turdidae but is now placed in the Old World flycatcher family Muscicapidae. It was described by the German biologist Eduard Friedrich Eversmann who is commemorated in the bird's English name.",https://xeno-canto.org/457158/download
424,Eyebrowed thrush,Turdus obscurus,Turdidae,"The eyebrowed thrush is a member of the thrush family Turdidae. The scientific name comes from Latin Turdus, ""thrush"" and obscurus ""dark"".",https://xeno-canto.org/104163/download
425,Eyebrowed wren-babbler,Napothera epilepidota,,The eyebrowed wren-babbler is a species of bird in the family Pellorneidae.,https://xeno-canto.org/426713/download
426,,,,,
427,,,,,
428,Ferruginous flycatcher,Muscicapa ferruginea,Muscicapidae,The ferruginous flycatcher is a species of bird in the family Muscicapidae.,https://xeno-canto.org/402418/download
429,,,,,
430,,,,,
431,,,,,
432,Fire-capped tit,Cephalopyrus flammiceps,Paridae,"The fire-capped tit is a small, 10 cm (3.9 in) long, weighing about 7 g (0.25 oz) bird species assigned to the family Paridae, that breeds in the temperate forest bordering the Himalayas to the south, in the Hengduan Shan and Nujiang Shan on the Myanmar-China border, the Micah Shan and Daba Shan on the Northern Sichuan border. It winters down hill and further south. Further to the east, birds tend to be smaller and the plumage becomes gradually darker.",https://xeno-canto.org/256234/download
433,Fire-tailed myzornis,Myzornis pyrrhoura,Sylviidae,"The fire-tailed myzornis is a bird species. Its genus Myzornis is monotypic, and has recently been placed in the family Paradoxornithidae.",https://xeno-canto.org/426712/download
434,Fire-tailed sunbird,Aethopyga ignicauda,Nectariniidae,The fire-tailed sunbird is a species of sunbird in the family Nectariniidae.,https://xeno-canto.org/374725/download
435,,,,,
436,Flame-throated bulbul,Rubigula gularis,Pycnonotidae,"The flame-throated bulbul is a member of the bulbul family of passerine birds and the state bird of Goa. It is found only in the forests of the Western Ghats in southern India. Formerly included as a subspecies of Pycnonotus flaviventris it has since been elevated to the status of a full species. They are olive backed with yellow undersides, a triangular orange-red throat and a white iris that stands out against the contrasting black head. They are usually seen foraging in groups in the forest canopy for berries and small insects. They have a call often with two or three tinkling notes that can sound similar to those produced by the red-whiskered bulbul. The species has been referred to by names in the past such as ruby-throated bulbul and black-headed bulbul, but these are ambiguous and could apply to other species such as Rubigula flaviventris and R. dispar.",https://xeno-canto.org/498568/download
437,Flavescent bulbul,Pycnonotus flavescens,Pycnonotidae,"The flavescent bulbul is a species of songbird in the bulbul family of passerine birds. Its name comes from flavescent, a yellowish colour. It is found in south-eastern Asia.",https://xeno-canto.org/426859/download
438,,,,,
439,Forest owlet,Athene blewitti,Strigidae,"The forest owlet is endemic to the forests of central India. It is listed as Endangered on the IUCN Red List since 2018, as the population is estimated at less than 1,000 mature individuals. It is threatened foremost by deforestation.",https://xeno-canto.org/148756/download
440,Forest wagtail,Dendronanthus indicus,Motacillidae,"The forest wagtail is a medium-sized passerine bird in the wagtail family Motacillidae. It has a distinctive plumage that sets it apart from other wagtails and has the habit of wagging its tail sideways unlike the usual up and down movements of the other wagtail species. It is the only wagtail species that nests in trees. They are found mainly in forested habitats, breeding in the temperate parts of east Asia and wintering across tropical Asia from India to Indonesia.",https://xeno-canto.org/684517/download
441,Fork-tailed drongo-cuckoo,Surniculus dicruroides,Cuculidae,"The fork-tailed drongo-cuckoo is a species of cuckoo that resembles a black drongo. It is found resident mainly in peninsular India in hill forests although some specimens are known from the Himalayan foothills. It can be easily distinguished by its straight beak and the white barred vent. It has a deeply forked tail often having a white spot on the back of the head. The song has been described as a series of 5 or 6 whistling ""pip-pip-pip-pip-pip-"" notes rising in pitch with each ""pip"".",https://xeno-canto.org/141623/download
442,,,,,
443,Freckle-breasted woodpecker,Dendrocopos analis,Family,The freckle-breasted woodpecker is a species of bird in the family Picidae.,https://xeno-canto.org/369148/download
444,Fulvous parrotbill,Suthora fulvifrons,Sylviidae,"The fulvous parrotbill is a species of parrotbill in the family Sylviidae. The species is also known as the fulvous-fronted parrotbill, the fulvous-fronted suthora, and the fulvous-fronted crowtit. The species, along with several others from the genus Suthora, is sometimes placed in the genus Paradoxornis. The species has four subspecies; the nominate subspecies from central Nepal, Bhutan and north-east India; P. f. chayulensis from north India and south China; P. f. albifacies  from north Burma and nearby south China, and P. f. cyanophrys from central China.",https://xeno-canto.org/21860/download
445,Fulvous whistling duck,Dendrocygna bicolor,Family,"The fulvous whistling duck or fulvous tree duck is a species of whistling duck that breeds across the world's tropical regions in much of Mexico and South America, the West Indies, the Southern United States, sub-Saharan Africa and the Indian subcontinent. It has plumage that is mainly reddish brown, long legs and a long grey bill, and shows a distinctive white band across its black tail in flight. Like other members of its ancient lineage, it has a whistling call which is given in flight or on the ground. Its preferred habitat consists of wetlands with plentiful vegetation, including shallow lakes and paddy fields.",https://xeno-canto.org/429767/download
